Gene stable ID	Gene stable ID version	Gene name	Gene description	Chromosome/scaffold name
ENSG00000169598	ENSG00000169598.17	DFFB	DNA fragmentation factor subunit beta [Source:HGNC Symbol;Acc:HGNC:2773]	1
ENSG00000198912	ENSG00000198912.12	C1orf174	chromosome 1 open reading frame 174 [Source:HGNC Symbol;Acc:HGNC:27915]	1
ENSG00000236423	ENSG00000236423.9	LINC01134	long intergenic non-protein coding RNA 1134 [Source:HGNC Symbol;Acc:HGNC:49449]	1
ENSG00000233304	ENSG00000233304.8	LINC01346	long intergenic non-protein coding RNA 1346 [Source:HGNC Symbol;Acc:HGNC:50563]	1
ENSG00000226374	ENSG00000226374.4	LINC01345	long intergenic non-protein coding RNA 1345 [Source:HGNC Symbol;Acc:HGNC:50564]	1
ENSG00000284668	ENSG00000284668.3	LINC02780	long intergenic non-protein coding RNA 2780 [Source:HGNC Symbol;Acc:HGNC:54300]	1
ENSG00000284703	ENSG00000284703.2		novel transcript	1
ENSG00000296871	ENSG00000296871.1		novel transcript	1
ENSG00000308587	ENSG00000308587.1		novel transcript	1
ENSG00000229280	ENSG00000229280.1	EEF1DP6	eukaryotic translation elongation factor 1 delta pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:51456]	1
ENSG00000301255	ENSG00000301255.1		novel transcript	1
ENSG00000299169	ENSG00000299169.1		novel transcript	1
ENSG00000302287	ENSG00000302287.1		novel transcript	1
ENSG00000235054	ENSG00000235054.5	LINC01777	long intergenic non-protein coding RNA 1777 [Source:HGNC Symbol;Acc:HGNC:52567]	1
ENSG00000306535	ENSG00000306535.1		novel transcript	1
ENSG00000284694	ENSG00000284694.1		novel transcript	1
ENSG00000299517	ENSG00000299517.1		novel transcript	1
ENSG00000227169	ENSG00000227169.2		novel transcript	1
ENSG00000295490	ENSG00000295490.1		novel transcript	1
ENSG00000232596	ENSG00000232596.3	LINC01646	long intergenic non-protein coding RNA 1646 [Source:HGNC Symbol;Acc:HGNC:52433]	1
ENSG00000300565	ENSG00000300565.1		novel transcript	1
ENSG00000303830	ENSG00000303830.1		novel transcript	1
ENSG00000196581	ENSG00000196581.11	AJAP1	adherens junctions associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30801]	1
ENSG00000287586	ENSG00000287586.1		novel transcript, antisense to AJAP1	1
ENSG00000284739	ENSG00000284739.2		novel transcript	1
ENSG00000284674	ENSG00000284674.1	LINC02781	long intergenic non-protein coding RNA 2781 [Source:HGNC Symbol;Acc:HGNC:54301]	1
ENSG00000309102	ENSG00000309102.1		novel transcript	1
ENSG00000309111	ENSG00000309111.1		novel transcript	1
ENSG00000231510	ENSG00000231510.1	LINC02782	long intergenic non-protein coding RNA 2782 [Source:HGNC Symbol;Acc:HGNC:54302]	1
ENSG00000296716	ENSG00000296716.1		novel transcript	1
ENSG00000302269	ENSG00000302269.1		novel transcript	1
ENSG00000306645	ENSG00000306645.1		novel transcript	1
ENSG00000284616	ENSG00000284616.1		novel transcript	1
ENSG00000302445	ENSG00000302445.1		novel transcript	1
ENSG00000302452	ENSG00000302452.1		novel transcript	1
ENSG00000295735	ENSG00000295735.1		novel transcript	1
ENSG00000284692	ENSG00000284692.3		novel transcript	1
ENSG00000284666	ENSG00000284666.1		novel transcript	1
ENSG00000260972	ENSG00000260972.1		novel transcript	1
ENSG00000299325	ENSG00000299325.1		novel transcript	1
ENSG00000283356	ENSG00000283356.1		mitochondrially encoded cytochrome c oxidase III (MT-CO3) pseudogene	1
ENSG00000289893	ENSG00000289893.2		novel transcript	1
ENSG00000264341	ENSG00000264341.1			1
ENSG00000295108	ENSG00000295108.1		novel transcript	1
ENSG00000295122	ENSG00000295122.1		novel transcript	1
ENSG00000298180	ENSG00000298180.1		novel transcript	1
ENSG00000264101	ENSG00000264101.1	MIR4689	microRNA 4689 [Source:HGNC Symbol;Acc:HGNC:41895]	1
ENSG00000131697	ENSG00000131697.18	NPHP4	nephrocystin 4 [Source:HGNC Symbol;Acc:HGNC:19104]	1
ENSG00000299539	ENSG00000299539.1		novel transcript, antisense to NPHP4	1
ENSG00000069424	ENSG00000069424.16	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]	1
ENSG00000116254	ENSG00000116254.18	CHD5	chromodomain helicase DNA binding protein 5 [Source:HGNC Symbol;Acc:HGNC:16816]	1
ENSG00000285629	ENSG00000285629.1		novel transcript	1
ENSG00000116251	ENSG00000116251.11	RPL22	ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:10315]	1
ENSG00000226944	ENSG00000226944.2	RNF207-AS1	RNF207 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41286]	1
ENSG00000158286	ENSG00000158286.13	RNF207	ring finger protein 207 [Source:HGNC Symbol;Acc:HGNC:32947]	1
ENSG00000116237	ENSG00000116237.16	ICMT	isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol;Acc:HGNC:5350]	1
ENSG00000225077	ENSG00000225077.4	ICMT-DT	ICMT divergent transcript [Source:HGNC Symbol;Acc:HGNC:28620]	1
ENSG00000173673	ENSG00000173673.9	HES3	hes family bHLH transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:26226]	1
ENSG00000158292	ENSG00000158292.7	GPR153	G protein-coupled receptor 153 [Source:HGNC Symbol;Acc:HGNC:23618]	1
ENSG00000097021	ENSG00000097021.21	ACOT7	acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157]	1
ENSG00000271746	ENSG00000271746.1		novel transcript, antisense to ACOT7	1
ENSG00000069812	ENSG00000069812.11	HES2	hes family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:16005]	1
ENSG00000187017	ENSG00000187017.18	ESPN	espin [Source:HGNC Symbol;Acc:HGNC:13281]	1
ENSG00000265392	ENSG00000265392.1	MIR4252	microRNA 4252 [Source:HGNC Symbol;Acc:HGNC:38384]	1
ENSG00000231868	ENSG00000231868.1		novel transcript, antisense to ESPN	1
ENSG00000215788	ENSG00000215788.11	TNFRSF25	TNF receptor superfamily member 25 [Source:HGNC Symbol;Acc:HGNC:11910]	1
ENSG00000171680	ENSG00000171680.23	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5 [Source:HGNC Symbol;Acc:HGNC:29105]	1
ENSG00000297749	ENSG00000297749.1		novel transcript, antisense to PLEKHG5	1
ENSG00000299237	ENSG00000299237.1		novel transcript, antisense to PLEKHG5	1
ENSG00000299253	ENSG00000299253.1		novel transcript, antisense to PLEKHG5	1
ENSG00000162408	ENSG00000162408.11	NOL9	nucleolar protein 9 [Source:HGNC Symbol;Acc:HGNC:26265]	1
ENSG00000253022	ENSG00000253022.1	RNU6-731P	RNA, U6 small nuclear 731, pseudogene [Source:HGNC Symbol;Acc:HGNC:47694]	1
ENSG00000229519	ENSG00000229519.2		ribosomal protein L34 (RPL34) pseudogene	1
ENSG00000173662	ENSG00000173662.21	TAS1R1	taste 1 receptor member 1 [Source:HGNC Symbol;Acc:HGNC:14448]	1
ENSG00000204859	ENSG00000204859.13	ZBTB48	zinc finger and BTB domain containing 48 [Source:HGNC Symbol;Acc:HGNC:4930]	1
ENSG00000162413	ENSG00000162413.17	KLHL21	kelch like family member 21 [Source:HGNC Symbol;Acc:HGNC:29041]	1
ENSG00000295286	ENSG00000295286.1		novel transcript, antisense to KLHL21	1
ENSG00000304810	ENSG00000304810.1		novel transcript	1
ENSG00000116273	ENSG00000116273.6	PHF13	PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]	1
ENSG00000041988	ENSG00000041988.16	THAP3	THAP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20855]	1
ENSG00000007923	ENSG00000007923.17	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570]	1
ENSG00000228750	ENSG00000228750.8	LINC01672	long intergenic non-protein coding RNA 1672 [Source:HGNC Symbol;Acc:HGNC:52460]	1
ENSG00000284744	ENSG00000284744.1		novel transcript	1
ENSG00000237436	ENSG00000237436.2	CAMTA1-DT	CAMTA1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53020]	1
ENSG00000171735	ENSG00000171735.21	CAMTA1	calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806]	1
ENSG00000227950	ENSG00000227950.1		ribosomal protein L37 (RPL37) pseudogene	1
ENSG00000237365	ENSG00000237365.1	CAMTA1-AS3	CAMTA1 antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:40854]	1
ENSG00000207056	ENSG00000207056.1	RNU1-8P	RNA, U1 small nuclear 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:48307]	1
ENSG00000310450	ENSG00000310450.1		novel transcript, antisense to CAMTA1	1
ENSG00000237402	ENSG00000237402.2	CAMTA1-IT1	CAMTA1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41446]	1
ENSG00000237728	ENSG00000237728.3	CAMTA1-AS2	CAMTA1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40855]	1
ENSG00000294314	ENSG00000294314.1		novel transcript, sense intronic to CAMTA1	1
ENSG00000225126	ENSG00000225126.2	CAMTA1-AS1	CAMTA1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40856]	1
ENSG00000298973	ENSG00000298973.1		novel transcript, antisense to CAMTA1	1
ENSG00000306883	ENSG00000306883.1		novel transcript, antisense to CAMTA1	1
ENSG00000302704	ENSG00000302704.1		novel transcript, sense intronic to CAMTA1	1
ENSG00000270171	ENSG00000270171.1		novel transcript	1
ENSG00000270035	ENSG00000270035.1		novel transcript	1
ENSG00000269978	ENSG00000269978.2		novel transcript	1
ENSG00000300603	ENSG00000300603.1		novel transcript	1
ENSG00000049245	ENSG00000049245.13	VAMP3	vesicle associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:12644]	1
ENSG00000269925	ENSG00000269925.1		novel transcript, sense intronic to VAMP3	1
ENSG00000049246	ENSG00000049246.15	PER3	period circadian regulator 3 [Source:HGNC Symbol;Acc:HGNC:8847]	1
ENSG00000236266	ENSG00000236266.2		novel transcript	1
ENSG00000049247	ENSG00000049247.14	UTS2	urotensin 2 [Source:HGNC Symbol;Acc:HGNC:12636]	1
ENSG00000302605	ENSG00000302605.1		novel transcript	1
ENSG00000049249	ENSG00000049249.10	TNFRSF9	TNF receptor superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11924]	1
ENSG00000270330	ENSG00000270330.1		small EDRK-rich factor 2 (SERF2) pseudogene	1
ENSG00000116288	ENSG00000116288.13	PARK7	Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369]	1
ENSG00000299004	ENSG00000299004.1		novel transcript, antisense to PARK7	1
ENSG00000200344	ENSG00000200344.1	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]	1
ENSG00000284747	ENSG00000284747.1		novel transcript, antisense to ERRFI1	1
ENSG00000284716	ENSG00000284716.1		novel transcript	1
ENSG00000116285	ENSG00000116285.13	ERRFI1	ERBB receptor feedback inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:18185]	1
ENSG00000238290	ENSG00000238290.2	ERRFI1-DT	ERRFI1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55646]	1
ENSG00000232848	ENSG00000232848.1	RPL7AP18	ribosomal protein L7a pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:35613]	1
ENSG00000301325	ENSG00000301325.1		novel transcript	1
ENSG00000227634	ENSG00000227634.4	LINC01714	long intergenic non-protein coding RNA 1714 [Source:HGNC Symbol;Acc:HGNC:52501]	1
ENSG00000229305	ENSG00000229305.1		52kDa eukaryotic translation initiation factor 2 subunit 3 gamma (EIF2S3) pseudogene	1
ENSG00000301344	ENSG00000301344.1		novel transcript	1
ENSG00000200975	ENSG00000200975.1	RNU1-7P	RNA, U1 small nuclear 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:48306]	1
ENSG00000233645	ENSG00000233645.1		novel transcript	1
ENSG00000298156	ENSG00000298156.1		novel transcript	1
ENSG00000301025	ENSG00000301025.1		novel transcript	1
ENSG00000301006	ENSG00000301006.1		novel transcript	1
ENSG00000251977	ENSG00000251977.1	RNU6-991P	RNA, U6 small nuclear 991, pseudogene [Source:HGNC Symbol;Acc:HGNC:47954]	1
ENSG00000162426	ENSG00000162426.16	SLC45A1	solute carrier family 45 member 1 [Source:HGNC Symbol;Acc:HGNC:17939]	1
ENSG00000252254	ENSG00000252254.1	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]	1
ENSG00000142599	ENSG00000142599.20	RERE	arginine-glutamic acid dipeptide repeats [Source:HGNC Symbol;Acc:HGNC:9965]	1
ENSG00000232912	ENSG00000232912.6	RERE-AS1	RERE antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40501]	1
ENSG00000221083	ENSG00000221083.1			1
ENSG00000270282	ENSG00000270282.1		ferritin, light polypeptide (FTL) pseudogene	1
ENSG00000234619	ENSG00000234619.1	RPL7P11	ribosomal protein L7 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:35667]	1
ENSG00000224315	ENSG00000224315.2	RPL7P7	ribosomal protein L7 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:36895]	1
ENSG00000303676	ENSG00000303676.1		novel transcript, antisense to RERE	1
ENSG00000222511	ENSG00000222511.2	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]	1
ENSG00000226545	ENSG00000226545.1		ribosomal protein L27 (RPL27) pseudogene	1
ENSG00000228423	ENSG00000228423.2		novel transcript	1
ENSG00000229716	ENSG00000229716.2	RPL23AP19	ribosomal protein L23a pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:36708]	1
ENSG00000074800	ENSG00000074800.16	ENO1	enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]	1
ENSG00000274258	ENSG00000274258.1	MIR6728	microRNA 6728 [Source:HGNC Symbol;Acc:HGNC:49961]	1
ENSG00000230679	ENSG00000230679.2	ENO1-AS1	ENO1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40214]	1
ENSG00000201725	ENSG00000201725.1	RNU6-304P	RNA, U6 small nuclear 304, pseudogene [Source:HGNC Symbol;Acc:HGNC:47267]	1
ENSG00000238249	ENSG00000238249.2	HMGN2P17	high mobility group nucleosomal binding domain 2 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:39381]	1
ENSG00000310107	ENSG00000310107.1		novel transcript	1
ENSG00000232208	ENSG00000232208.2		zinc finger protein 271 (ZNF) pseudogene	1
ENSG00000232663	ENSG00000232663.2		pseudogene similar to part of cytochrome oxidase subunit II	1
ENSG00000310124	ENSG00000310124.1		novel transcript	1
ENSG00000131686	ENSG00000131686.15	CA6	carbonic anhydrase 6 [Source:HGNC Symbol;Acc:HGNC:1380]	1
ENSG00000290109	ENSG00000290109.2		novel transcript, antisense to CA6	1
ENSG00000265141	ENSG00000265141.2	RN7SL451P	RNA, 7SL, cytoplasmic 451, pseudogene [Source:HGNC Symbol;Acc:HGNC:46467]	1
ENSG00000197241	ENSG00000197241.4	SLC2A7	solute carrier family 2 member 7 [Source:HGNC Symbol;Acc:HGNC:13445]	1
ENSG00000142583	ENSG00000142583.18	SLC2A5	solute carrier family 2 member 5 [Source:HGNC Symbol;Acc:HGNC:11010]	1
ENSG00000252404	ENSG00000252404.1			1
ENSG00000180758	ENSG00000180758.12	GPR157	G protein-coupled receptor 157 [Source:HGNC Symbol;Acc:HGNC:23687]	1
ENSG00000228526	ENSG00000228526.9	MIR34AHG	MIR34A host gene [Source:HGNC Symbol;Acc:HGNC:51913]	1
ENSG00000284357	ENSG00000284357.1	MIR34A	microRNA 34a [Source:HGNC Symbol;Acc:HGNC:31635]	1
ENSG00000289914	ENSG00000289914.2		novel transcript	1
ENSG00000302015	ENSG00000302015.1		novel transcript	1
ENSG00000234546	ENSG00000234546.6	LNCTAM34A	long non coding transcriptional activator of miR34a [Source:HGNC Symbol;Acc:HGNC:52548]	1
ENSG00000301983	ENSG00000301983.1		novel transcript	1
ENSG00000301968	ENSG00000301968.1		novel transcript	1
ENSG00000049239	ENSG00000049239.13	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795]	1
ENSG00000302217	ENSG00000302217.1		novel transcript, antisense to H6PD	1
ENSG00000171621	ENSG00000171621.14	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:30628]	1
ENSG00000294252	ENSG00000294252.1		novel transcript, antisense to SPSB1	1
ENSG00000296073	ENSG00000296073.1		novel transcript	1
ENSG00000296056	ENSG00000296056.1		novel transcript	1
ENSG00000307568	ENSG00000307568.1		novel transcript	1
ENSG00000284652	ENSG00000284652.1		novel transcript	1
ENSG00000284693	ENSG00000284693.3	LINC02606	long intergenic non-protein coding RNA 2606 [Source:HGNC Symbol;Acc:HGNC:54047]	1
ENSG00000252956	ENSG00000252956.1	RNA5SP40	RNA, 5S ribosomal pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:42816]	1
ENSG00000301013	ENSG00000301013.1		novel transcript	1
ENSG00000301030	ENSG00000301030.1		novel transcript	1
ENSG00000306844	ENSG00000306844.1		novel transcript	1
ENSG00000296249	ENSG00000296249.1		novel transcript	1
ENSG00000235263	ENSG00000235263.2		novel transcript	1
ENSG00000171612	ENSG00000171612.7	SLC25A33	solute carrier family 25 member 33 [Source:HGNC Symbol;Acc:HGNC:29681]	1
ENSG00000231181	ENSG00000231181.1		ribosomal protein L9 (RPL9) pseudogene	1
ENSG00000188807	ENSG00000188807.13	TMEM201	transmembrane protein 201 [Source:HGNC Symbol;Acc:HGNC:33719]	1
ENSG00000307011	ENSG00000307011.1		novel transcript	1
ENSG00000171608	ENSG00000171608.18	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:HGNC Symbol;Acc:HGNC:8977]	1
ENSG00000179840	ENSG00000179840.5	PIK3CD-AS1	PIK3CD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32346]	1
ENSG00000233268	ENSG00000233268.3		ribosomal protein L26 pseudogene (RPL26)	1
ENSG00000301080	ENSG00000301080.1		novel transcript, sense intronic to PIK3CD	1
ENSG00000231789	ENSG00000231789.5	PIK3CD-AS2	PIK3CD antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:51334]	1
ENSG00000171603	ENSG00000171603.18	CLSTN1	calsyntenin 1 [Source:HGNC Symbol;Acc:HGNC:17447]	1
ENSG00000271264	ENSG00000271264.1	MZT1P1	mitotic spindle organizing protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50605]	1
ENSG00000280113	ENSG00000280113.2		TEC	1
ENSG00000178585	ENSG00000178585.15	CTNNBIP1	catenin beta interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16913]	1
ENSG00000223989	ENSG00000223989.1		novel transcript	1
ENSG00000285701	ENSG00000285701.2		novel transcript, antisense to CTNNBIP1	1
ENSG00000228150	ENSG00000228150.2		novel transcript	1
ENSG00000162441	ENSG00000162441.12	LZIC	leucine zipper and CTNNBIP1 domain containing [Source:HGNC Symbol;Acc:HGNC:17497]	1
ENSG00000173614	ENSG00000173614.14	NMNAT1	nicotinamide nucleotide adenylyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17877]	1
ENSG00000202415	ENSG00000202415.1	RN7SKP269	RN7SK pseudogene 269 [Source:HGNC Symbol;Acc:HGNC:45993]	1
ENSG00000283611	ENSG00000283611.2	TMEM274P	transmembrane protein 274, pseudogene [Source:HGNC Symbol;Acc:HGNC:53732]	1
ENSG00000265521	ENSG00000265521.1	MIR5697	microRNA 5697 [Source:HGNC Symbol;Acc:HGNC:43509]	1
ENSG00000241326	ENSG00000241326.1		novel transcript	1
ENSG00000162444	ENSG00000162444.12	RBP7	retinol binding protein 7 [Source:HGNC Symbol;Acc:HGNC:30316]	1
ENSG00000130939	ENSG00000130939.20	UBE4B	ubiquitination factor E4B [Source:HGNC Symbol;Acc:HGNC:12500]	1
ENSG00000224340	ENSG00000224340.1	RPL21P21	ribosomal protein L21 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:35728]	1
ENSG00000233623	ENSG00000233623.2	PGAM1P11	phosphoglycerate mutase 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:42464]	1
ENSG00000201746	ENSG00000201746.1	RNU6-828P	RNA, U6 small nuclear 828, pseudogene [Source:HGNC Symbol;Acc:HGNC:47791]	1
ENSG00000054523	ENSG00000054523.20	KIF1B	kinesin family member 1B [Source:HGNC Symbol;Acc:HGNC:16636]	1
ENSG00000264881	ENSG00000264881.1			1
ENSG00000199562	ENSG00000199562.1	RNU6-37P	RNA, U6 small nuclear 37, pseudogene [Source:HGNC Symbol;Acc:HGNC:34281]	1
ENSG00000264501	ENSG00000264501.2	RN7SL731P	RNA, 7SL, cytoplasmic 731, pseudogene [Source:HGNC Symbol;Acc:HGNC:46747]	1
ENSG00000284735	ENSG00000284735.1		novel transcript	1
ENSG00000284642	ENSG00000284642.1		novel transcript	1
ENSG00000142657	ENSG00000142657.21	PGD	phosphogluconate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8891]	1
ENSG00000271989	ENSG00000271989.1		novel transcript, antisense to APITD1-CORT	1
ENSG00000251503	ENSG00000251503.8	CENPS-CORT	CENPS-CORT readthrough [Source:HGNC Symbol;Acc:HGNC:38843]	1
ENSG00000175279	ENSG00000175279.22	CENPS	centromere protein S [Source:HGNC Symbol;Acc:HGNC:23163]	1
ENSG00000241563	ENSG00000241563.4	CORT	cortistatin [Source:HGNC Symbol;Acc:HGNC:2257]	1
ENSG00000160049	ENSG00000160049.12	DFFA	DNA fragmentation factor subunit alpha [Source:HGNC Symbol;Acc:HGNC:2772]	1
ENSG00000203469	ENSG00000203469.2		novel transcript, antisense to DFFA	1
ENSG00000142655	ENSG00000142655.13	PEX14	peroxisomal biogenesis factor 14 [Source:HGNC Symbol;Acc:HGNC:8856]	1
ENSG00000307253	ENSG00000307253.1		novel transcript, antisense to PEX14	1
ENSG00000287727	ENSG00000287727.1		novel transcript, antisense to PEX14	1
ENSG00000243267	ENSG00000243267.3	RN7SL614P	RNA, 7SL, cytoplasmic 614, pseudogene [Source:HGNC Symbol;Acc:HGNC:46630]	1
ENSG00000130940	ENSG00000130940.15	CASZ1	castor zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:26002]	1
ENSG00000272078	ENSG00000272078.1		novel transcript, antisense to CASZ1	1
ENSG00000298629	ENSG00000298629.1		novel transcript, antisense to CASZ1	1
ENSG00000308013	ENSG00000308013.1		novel transcript	1
ENSG00000307983	ENSG00000307983.1		novel transcript	1
ENSG00000307999	ENSG00000307999.1		novel transcript	1
ENSG00000225158	ENSG00000225158.2	HSPE1P24	heat shock protein family E (Hsp10) member 1 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:49343]	1
ENSG00000308257	ENSG00000308257.1		novel transcript	1
ENSG00000175262	ENSG00000175262.15	C1orf127	chromosome 1 open reading frame 127 [Source:HGNC Symbol;Acc:HGNC:26730]	1
ENSG00000215785	ENSG00000215785.2	CFL1P6	cofilin 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:34545]	1
ENSG00000120948	ENSG00000120948.19	TARDBP	TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]	1
ENSG00000009724	ENSG00000009724.18	MASP2	MBL associated serine protease 2 [Source:HGNC Symbol;Acc:HGNC:6902]	1
ENSG00000116649	ENSG00000116649.10	SRM	spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]	1
ENSG00000230337	ENSG00000230337.5	EXOSC10-AS1	EXOSC10 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40456]	1
ENSG00000171824	ENSG00000171824.14	EXOSC10	exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]	1
ENSG00000198793	ENSG00000198793.14	MTOR	mechanistic target of rapamycin kinase [Source:HGNC Symbol;Acc:HGNC:3942]	1
ENSG00000225602	ENSG00000225602.5	MTOR-AS1	MTOR antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40242]	1
ENSG00000253086	ENSG00000253086.1	RNU6-537P	RNA, U6 small nuclear 537, pseudogene [Source:HGNC Symbol;Acc:HGNC:47500]	1
ENSG00000171819	ENSG00000171819.5	ANGPTL7	angiopoietin like 7 [Source:HGNC Symbol;Acc:HGNC:24078]	1
ENSG00000207451	ENSG00000207451.1	RNU6-291P	RNA, U6 small nuclear 291, pseudogene [Source:HGNC Symbol;Acc:HGNC:47254]	1
ENSG00000238173	ENSG00000238173.1	RPL39P6	ribosomal protein L39 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:35803]	1
ENSG00000309051	ENSG00000309051.1		novel transcript	1
